Stage 15 => Total: 37, Pass: 34, noPass: 3, PassRate: 0.918919
Stage 16 => Total: 34, Pass: 32, noPass: 2, PassRate: 0.941176
Stage 17 => Total: 32, Pass: 31, noPass: 1, PassRate: 0.968750
Stage 18 => Total: 31, Pass: 29, noPass: 2, PassRate: 0.935484
Stage 19 => Total: 29, Pass: 29, noPass: 0, PassRate: 1.000000
Stage 20 => Total: 29, Pass: 29, noPass: 0, PassRate: 1.000000
Stage 21 => Total: 29, Pass: 29, noPass: 0, PassRate: 1.000000
Stage 22 => Total: 29, Pass: 27, noPass: 2, PassRate: 0.931034
Stage 23 => Total: 27, Pass: 27, noPass: 0, PassRate: 1.000000
Stage 24 => Total: 27, Pass: 26, noPass: 1, PassRate: 0.962963
Stage 25 => Total: 26, Pass: 26, noPass: 0, PassRate: 1.000000
Stage 26 => Total: 26, Pass: 26, noPass: 0, PassRate: 1.000000
Stage 27 => Total: 26, Pass: 25, noPass: 1, PassRate: 0.961538
Stage 28 => Total: 25, Pass: 25, noPass: 0, PassRate: 1.000000
Stage 29 => Total: 25, Pass: 25, noPass: 0, PassRate: 1.000000
Stage 30 => Total: 25, Pass: 24, noPass: 1, PassRate: 0.960000
Stage 31 => Total: 24, Pass: 23, noPass: 1, PassRate: 0.958333
Stage 32 => Total: 23, Pass: 23, noPass: 0, PassRate: 1.000000
Stage 33 => Total: 23, Pass: 23, noPass: 0, PassRate: 1.000000
Stage 34 => Total: 23, Pass: 22, noPass: 1, PassRate: 0.956522
Stage 35 => Total: 22, Pass: 22, noPass: 0, PassRate: 1.000000
Stage 36 => Total: 22, Pass: 22, noPass: 0, PassRate: 1.000000
Stage 37 => Total: 22, Pass: 22, noPass: 0, PassRate: 1.000000
Stage 38 => Total: 22, Pass: 22, noPass: 0, PassRate: 1.000000

Scale: 7.450581, FrameSum: 176, P: 7, N: 169, PFrate: 0.039773
Stage 1 => Total: 176, Pass: 58, noPass: 118, PassRate: 0.329545
Stage 2 => Total: 58, Pass: 45, noPass: 13, PassRate: 0.775862
Stage 3 => Total: 45, Pass: 36, noPass: 9, PassRate: 0.800000
Stage 4 => Total: 36, Pass: 33, noPass: 3, PassRate: 0.916667
Stage 5 => Total: 33, Pass: 29, noPass: 4, PassRate: 0.878788
Stage 6 => Total: 29, Pass: 22, noPass: 7, PassRate: 0.758621
Stage 7 => Total: 22, Pass: 20, noPass: 2, PassRate: 0.909091
Stage 8 => Total: 20, Pass: 20, noPass: 0, PassRate: 1.000000
Stage 9 => Total: 20, Pass: 20, noPass: 0, PassRate: 1.000000
Stage 10 => Total: 20, Pass: 19, noPass: 1, PassRate: 0.950000
Stage 11 => Total: 19, Pass: 16, noPass: 3, PassRate: 0.842105
